Package Name,post,N,A,Ce,Ca,I,D,PkgMod
org.eclipse.pde.ui.internal.samples,0,8,0,37,0,0,1,0.434314575
org.eclipse.pde.ui.templates,0,13,2.25,20,3,0.869565217,2.119565217,0.802448412
org.eclipse.platform.internal,0,1,0,8,0,0,1,1
org.eclipse.search.internal.core,0,2,1,5,3,0.625,0.625,0.333333333
org.eclipse.search.internal.core.text,1,9,0.285714286,15,2,0.882352941,0.168067227,0.717157288
org.eclipse.search.internal.ui,2,36,0.028571429,33,6,0.846153846,0.125274725,0.84286516
org.eclipse.search.internal.ui.text,4,29,0.035714286,41,0,0,0.964285714,0.667243868
org.eclipse.search.internal.ui.util,0,12,0.090909091,28,2,0.933333333,0.024242424,0.292893219
org.eclipse.search.ui,0,19,8.5,14,9,0.608695652,8.108695652,0.587521044
org.eclipse.search.ui.text,2,8,1.666666667,21,4,0.84,1.506666667,0.632304474
org.eclipse.search2.internal.ui,0,13,0,26,3,0.896551724,0.103448276,0.858578644
org.eclipse.search2.internal.ui.basic.views,0,11,0.1,6,1,0.857142857,0.042857143,0.292893219
org.eclipse.search2.internal.ui.text,1,8,0.142857143,12,1,0.923076923,0.065934066,0.646446609
org.eclipse.swt,0,3,0,3,185,0.015957447,0.984042553,0.551528672
org.eclipse.swt.accessibility,0,15,0.666666667,11,10,0.523809524,0.19047619,0.787867966
org.eclipse.swt.awt,3,4,0,6,0,0,1,1
org.eclipse.swt.browser,11,34,0.416666667,15,3,0.833333333,0.25,0.709168687
org.eclipse.swt.custom,9,49,0.256410256,10,121,0.076335878,0.667253866,0.777376632
org.eclipse.swt.dnd,4,79,0.234375,13,45,0.224137931,0.541487069,0.862114737
org.eclipse.swt.events,0,42,1.625,4,94,0.040816327,0.665816327,0.486844167
org.eclipse.swt.graphics,12,70,0.111111111,11,181,0.057291667,0.831597222,0.899806528
org.eclipse.swt.internal,0,24,0.333333333,8,28,0.222222222,0.444444444,0.564783657
org.eclipse.swt.internal.accessibility.gtk,0,13,0,2,1,0.666666667,0.333333333,0.469669914
org.eclipse.swt.internal.carbon,1,39,0,1,6,0.142857143,0.857142857,0.666666667
org.eclipse.swt.internal.gnome,1,2,0,1,1,0.5,0.5,0.292893219
org.eclipse.swt.internal.gtk,10,43,0.023809524,2,8,0.2,0.776190476,0.780887288
org.eclipse.swt.internal.image,1,39,0.083333333,5,1,0.833333333,0.083333333,0.295651176
org.eclipse.swt.internal.motif,0,39,0.026315789,3,6,0.333333333,0.640350877,0.338667171
org.eclipse.swt.internal.mozilla,1,67,0,5,1,0.833333333,0.166666667,0.967364302
org.eclipse.swt.internal.ole.win32,0,53,0,4,3,0.571428571,0.428571429,0.915820621
org.eclipse.swt.internal.photon,0,32,0,1,5,0.166666667,0.833333333,0.488873792
org.eclipse.swt.internal.win32,4,101,0.063157895,2,10,0.166666667,0.770175439,0.48400316
org.eclipse.swt.layout,0,8,0,5,132,0.03649635,0.96350365,0.473580235
org.eclipse.swt.ole.win32,1,14,0.076923077,8,3,0.727272727,0.195804196,0.897237424
org.eclipse.swt.printing,1,11,0,8,3,0.727272727,0.272727273,0.76429774
org.eclipse.swt.program,4,5,0,12,8,0.6,0.4,0.469669914
org.eclipse.swt.tools.internal,0,20,0.176470588,11,0,0,0.823529412,0.567879189
org.eclipse.swt.widgets,65,206,0.119565217,14,232,0.056910569,0.823524214,0.956803712
org.eclipse.team.core,1,12,1.4,9,26,0.257142857,0.657142857,0.673643024
org.eclipse.team.core.subscribers,0,4,3,8,7,0.533333333,2.533333333,0.548133124
org.eclipse.team.core.synchronize,3,8,1,9,10,0.473684211,0.473684211,0.810747981
org.eclipse.team.core.variants,1,15,2.75,10,12,0.454545455,2.204545455,0.823223305
org.eclipse.team.internal.ccvs.core,7,37,1.176470588,23,17,0.575,0.751470588,0.835008418
org.eclipse.team.internal.ccvs.core.client,4,56,0.12,14,10,0.583333333,0.296666667,0.866583626
org.eclipse.team.internal.ccvs.core.client.listeners,1,19,0.357142857,11,6,0.647058824,0.004201681,0.592432691
org.eclipse.team.internal.ccvs.core.connection,4,10,0,14,11,0.56,0.44,0.532998939
org.eclipse.team.internal.ccvs.core.resources,9,19,0.1875,14,14,0.5,0.3125,0.933898602
org.eclipse.team.internal.ccvs.core.syncinfo,6,12,0,14,12,0.538461538,0.461538462,0.446726911
org.eclipse.team.internal.ccvs.core.util,1,14,0,14,12,0.538461538,0.461538462,0.437391986
org.eclipse.team.internal.ccvs.ssh,0,12,0.090909091,13,1,0.928571429,0.019480519,0.387627564
org.eclipse.team.internal.ccvs.ssh2,0,11,0,20,0,0,1,0.646446609
org.eclipse.team.internal.ccvs.ui,21,65,0.083333333,60,8,0.882352941,0.034313725,0.755726748
org.eclipse.team.internal.ccvs.ui.actions,7,40,0.081081081,40,4,0.909090909,0.00982801,0.378140543
org.eclipse.team.internal.ccvs.ui.console,2,3,0,17,1,0.944444444,0.055555556,1
org.eclipse.team.internal.ccvs.ui.merge,1,6,0,21,2,0.913043478,0.086956522,0.717157288
org.eclipse.team.internal.ccvs.ui.model,0,26,0.181818182,22,5,0.814814815,0.003367003,0.703077004
org.eclipse.team.internal.ccvs.ui.operations,10,28,0.4,26,5,0.838709677,0.238709677,0.418632504
org.eclipse.team.internal.ccvs.ui.repo,5,22,0.1,42,7,0.857142857,0.042857143,0.91049135
org.eclipse.team.internal.ccvs.ui.subscriber,9,31,0.148148148,39,4,0.906976744,0.055124892,1
org.eclipse.team.internal.ccvs.ui.sync,0,1,0,4,1,0.8,0.2,0.292893219
org.eclipse.team.internal.ccvs.ui.wizards,9,27,0.08,42,5,0.893617021,0.026382979,0.516918169
org.eclipse.team.internal.core,3,19,0.1875,11,13,0.458333333,0.354166667,0.801191605
org.eclipse.team.internal.core.simpleAccess,0,1,0,3,0,0,1,1
org.eclipse.team.internal.core.streams,0,8,0.142857143,4,5,0.444444444,0.412698413,1
org.eclipse.team.internal.core.subscribers,3,17,0.133333333,10,4,0.714285714,0.152380952,0.919014557
org.eclipse.team.internal.ui,5,11,0.375,36,11,0.765957447,0.140957447,0.532998939
org.eclipse.team.internal.ui.actions,1,5,0.666666667,19,3,0.863636364,0.53030303,0.333333333
org.eclipse.team.internal.ui.dialogs,3,6,1,16,7,0.695652174,0.695652174,0.419711543
org.eclipse.team.internal.ui.preferences,1,5,0,20,1,0.952380952,0.047619048,1
org.eclipse.team.internal.ui.registry,1,5,0.25,8,2,0.8,0.05,1
org.eclipse.team.internal.ui.synchronize,11,45,0.363636364,45,5,0.9,0.263636364,0.855369544
org.eclipse.team.internal.ui.synchronize.actions,6,18,0,36,2,0.947368421,0.052631579,1
org.eclipse.team.internal.ui.wizards,2,11,0.1,26,1,0.962962963,0.062962963,0.532292827
org.eclipse.team.ui,1,8,1.666666667,19,10,0.655172414,1.32183908,0.325463122
org.eclipse.team.ui.synchronize,6,24,3,36,9,0.8,2.8,0.804998318
org.eclipse.text.edits,0,22,0.1,4,32,0.111111111,0.788888889,0.836123617
org.eclipse.tomcat.internal,0,7,0,9,0,0,1,0.469669914
org.eclipse.ui,9,103,11.875,35,184,0.159817352,11.03481735,0.608443658
org.eclipse.ui.about,,1,0,1,3,0.25,0.75,0.528595479
org.eclipse.ui.actions,0,53,0.261904762,44,71,0.382608696,0.355486542,0.681447112
org.eclipse.ui.activities,,19,2.166666667,11,18,0.379310345,1.545977011,0.495024753
org.eclipse.ui.application,7,4,0,16,5,0.761904762,0.238095238,0.843652808
org.eclipse.ui.branding,0,2,0,1,3,0.25,0.75,0.528595479
org.eclipse.ui.carbon,0,1,0,7,0,0,1,1
org.eclipse.ui.cheatsheets,0,9,2,11,8,0.578947368,1.578947368,0.29843924
org.eclipse.ui.commands,0,25,1.272727273,9,19,0.321428571,0.594155844,0.597356978
org.eclipse.ui.console,0,9,2,13,6,0.684210526,1.684210526,0.843652808
org.eclipse.ui.console.actions,2,3,0,13,3,0.8125,0.1875,0.333333333
org.eclipse.ui.contentassist,0,2,0,11,4,0.733333333,0.266666667,0.469669914
org.eclipse.ui.contexts,0,10,1.5,5,9,0.357142857,0.857142857,0.626159199
org.eclipse.ui.dialogs,1,44,0.517241379,32,73,0.304761905,0.177996716,0.523526763
org.eclipse.ui.editors.text,1,21,0.615384615,33,18,0.647058824,0.262443439,0.858275475
org.eclipse.ui.editors.text.templates,3,3,0,10,2,0.833333333,0.166666667,0.292893219
org.eclipse.ui.externaltools.internal.launchConfigurations,0,6,0.2,24,4,0.857142857,0.057142857,0.315346803
org.eclipse.ui.externaltools.internal.menu,0,1,0,2,0,0,1,1
org.eclipse.ui.externaltools.internal.model,1,10,0.428571429,19,8,0.703703704,0.132275132,0.911611652
org.eclipse.ui.externaltools.internal.program.launchConfigurations,0,6,0,18,1,0.947368421,0.052631579,0.575735931
org.eclipse.ui.externaltools.internal.registry,,1,0,7,1,0.875,0.125,1
org.eclipse.ui.externaltools.internal.ui,4,6,0,28,5,0.848484848,0.151515152,0.387627564
org.eclipse.ui.externaltools.internal.variables,0,3,0,7,0,0,1,0.292893219
org.eclipse.ui.forms,0,13,1.166666667,10,17,0.37037037,0.537037037,0.754942476
org.eclipse.ui.forms.editor,2,3,2,10,6,0.625,1.625,0.528595479
org.eclipse.ui.forms.events,0,6,0.5,3,6,0.333333333,0.166666667,1
org.eclipse.ui.forms.widgets,0,21,0.235294118,16,21,0.432432432,0.33227345,0.743529041
org.eclipse.ui.help,0,5,0.666666667,12,98,0.109090909,0.224242424,0.76910799
org.eclipse.ui.ide,0,4,1,11,37,0.229166667,0.229166667,0.393244748
org.eclipse.ui.internal,3,202,0.188235294,59,37,0.614583333,0.197181373,0.884545097
org.eclipse.ui.internal.about,60,8,0.142857143,17,1,0.944444444,0.087301587,0.646446609
org.eclipse.ui.internal.actions,2,5,0,16,1,0.941176471,0.058823529,1
org.eclipse.ui.internal.activities,0,21,0.235294118,8,1,0.888888889,0.124183007,0.607162899
org.eclipse.ui.internal.activities.ws,0,10,0,14,3,0.823529412,0.176470588,0.59175171
org.eclipse.ui.internal.cheatsheets,0,4,0.333333333,14,6,0.7,0.033333333,0.528595479
org.eclipse.ui.internal.cheatsheets.actions,1,6,0,19,1,0.95,0.05,1
org.eclipse.ui.internal.cheatsheets.data,4,15,0.5,15,1,0.9375,0.4375,0.678587827
org.eclipse.ui.internal.cheatsheets.dialogs,0,2,0,13,1,0.928571429,0.071428571,1
org.eclipse.ui.internal.cheatsheets.registry,0,7,0.4,11,5,0.6875,0.0875,0.469669914
org.eclipse.ui.internal.cheatsheets.views,0,14,0.166666667,24,3,0.888888889,0.055555556,0.792130145
org.eclipse.ui.internal.commands,0,26,0.3,21,1,0.954545455,0.254545455,0.76429774
org.eclipse.ui.internal.commands.ws,0,9,0.125,25,3,0.892857143,0.017857143,0.472953723
org.eclipse.ui.internal.console,0,14,0.166666667,22,2,0.916666667,0.083333333,0.898984746
org.eclipse.ui.internal.contexts,5,13,0.625,7,1,0.875,0.5,0.607162899
org.eclipse.ui.internal.contexts.ws,6,2,1,13,3,0.8125,0.8125,0.292893219
org.eclipse.ui.internal.decorators,4,17,0.133333333,21,2,0.913043478,0.046376812,0.782428683
org.eclipse.ui.internal.dialogs,20,69,0.112903226,44,12,0.785714286,0.101382488,0.858683284
org.eclipse.ui.internal.dnd,1,7,1.333333333,6,3,0.666666667,1,0.524926906
org.eclipse.ui.internal.editors.quickdiff,0,2,0,12,0,0,1,0.292893219
org.eclipse.ui.internal.editors.text,0,24,0.2,34,3,0.918918919,0.118918919,0.843652808
org.eclipse.ui.internal.editorsupport,0,1,0,7,1,0.875,0.125,0.292893219
org.eclipse.ui.internal.editorsupport.win32,0,1,0,18,0,0,1,1
org.eclipse.ui.internal.forms,0,4,1,7,0,0,0,0.292893219
org.eclipse.ui.internal.forms.widgets,0,12,0.090909091,13,1,0.928571429,0.019480519,0.364156564
org.eclipse.ui.internal.gestures,0,5,0.25,6,0,0,0.75,0.469669914
org.eclipse.ui.internal.ide,12,28,0.12,50,17,0.746268657,0.133731343,0.733384601
org.eclipse.ui.internal.ide.actions,2,9,0.125,22,1,0.956521739,0.081521739,0.528595479
org.eclipse.ui.internal.ide.dialogs,6,54,0.08,47,7,0.87037037,0.04962963,0.679565028
org.eclipse.ui.internal.ide.misc,1,8,0,20,3,0.869565217,0.130434783,0.333333333
org.eclipse.ui.internal.ide.model,0,15,0.071428571,20,1,0.952380952,0.023809524,0.532292827
org.eclipse.ui.internal.ide.registry,1,11,0.1,10,6,0.625,0.275,0.734834957
org.eclipse.ui.internal.ide.update,0,2,0,6,0,0,1,1
org.eclipse.ui.internal.intro,0,7,0.75,9,2,0.818181818,0.568181818,0.646446609
org.eclipse.ui.internal.intro.impl,0,2,1,10,7,0.588235294,0.588235294,1
org.eclipse.ui.internal.intro.impl.html,0,5,0.25,9,1,0.9,0.15,0.646446609
org.eclipse.ui.internal.intro.impl.model,0,25,0.388888889,22,9,0.709677419,0.098566308,0.698956547
org.eclipse.ui.internal.intro.impl.model.loader,0,5,0,10,4,0.714285714,0.285714286,0.844097609
org.eclipse.ui.internal.intro.impl.model.viewer,0,2,0,5,0,0,1,1
org.eclipse.ui.internal.intro.impl.parts,0,3,0,22,2,0.916666667,0.083333333,1
org.eclipse.ui.internal.intro.impl.presentations,0,4,0,22,1,0.956521739,0.043478261,0.292893219
org.eclipse.ui.internal.intro.impl.swt,0,7,0,16,2,0.888888889,0.111111111,0.736476862
org.eclipse.ui.internal.intro.impl.util,0,6,0,16,9,0.64,0.36,0.59175171
org.eclipse.ui.internal.keys,3,18,0.125,25,3,0.892857143,0.017857143,0.728961457
org.eclipse.ui.internal.layout,0,12,0.090909091,7,4,0.636363636,0.272727273,0.594953706
org.eclipse.ui.internal.misc,4,19,0.055555556,18,14,0.5625,0.381944444,0.387627564
org.eclipse.ui.internal.presentations,5,35,0.09375,27,3,0.9,0.00625,0.717786527
org.eclipse.ui.internal.presentations.r21,0,3,0.5,9,1,0.9,0.4,0.292893219
org.eclipse.ui.internal.presentations.r21.widgets,0,7,0.4,10,1,0.909090909,0.309090909,0.717157288
org.eclipse.ui.internal.progress,8,37,0.233333333,33,7,0.825,0.058333333,0.711993323
org.eclipse.ui.internal.registry,9,33,0.269230769,20,10,0.666666667,0.064102564,0.582043663
org.eclipse.ui.internal.testing,0,1,0,6,1,0.857142857,0.142857143,0.292893219
org.eclipse.ui.internal.texteditor,0,12,0,21,4,0.84,0.16,0.434314575
org.eclipse.ui.internal.texteditor.quickdiff,1,10,0.111111111,15,3,0.833333333,0.055555556,0.310573686
org.eclipse.ui.internal.texteditor.quickdiff.compare.rangedifferencer,0,8,0.333333333,6,1,0.857142857,0.19047619,0.410744349
org.eclipse.ui.internal.themes,2,23,0.352941176,21,3,0.875,0.227941176,0.805122011
org.eclipse.ui.internal.util,0,8,0,17,27,0.386363636,0.613636364,0.412055264
org.eclipse.ui.internal.views,0,1,0,2,0,0,1,1
org.eclipse.ui.intro,0,3,0,5,13,0.277777778,0.722222222,0.311979084
org.eclipse.ui.intro.config,0,5,1.5,15,5,0.75,1.25,0.35192593
org.eclipse.ui.keys,0,11,0.375,7,12,0.368421053,0.256578947,0.874230762
org.eclipse.ui.model,2,10,0.428571429,13,51,0.203125,0.368303571,0.479626905
org.eclipse.ui.part,7,42,0.826086957,26,78,0.25,0.076086957,0.670802315
org.eclipse.ui.plugin,1,1,0,12,121,0.090225564,0.909774436,0.737026404
org.eclipse.ui.presentations,2,9,2,10,4,0.714285714,1.714285714,1
org.eclipse.ui.progress,3,8,7,13,41,0.240740741,6.240740741,0.583018659
org.eclipse.ui.testing,0,2,1,2,3,0.4,0.4,0.472953723
org.eclipse.ui.texteditor,8,94,0.516129032,43,58,0.425742574,0.058128393,0.917538248
org.eclipse.ui.texteditor.link,0,1,0,2,3,0.4,0.6,0.76429774
org.eclipse.ui.texteditor.quickdiff,0,4,0.333333333,12,4,0.75,0.083333333,0.681801948
org.eclipse.ui.texteditor.templates,0,9,0.285714286,25,2,0.925925926,0.211640212,0.35192593
org.eclipse.ui.themes,0,5,4,8,6,0.571428571,3.571428571,0.302783311
org.eclipse.ui.views.bookmarkexplorer,0,15,0.153846154,25,0,0,0.846153846,0.823223305
org.eclipse.ui.views.contentoutline,0,3,2,10,10,0.5,1.5,0.325463122
org.eclipse.ui.views.framelist,0,12,0.333333333,13,2,0.866666667,0.2,0.717157288
org.eclipse.ui.views.markers,0,1,0,6,0,0,1,1
org.eclipse.ui.views.markers.internal,6,68,0.172413793,33,2,0.942857143,0.115270936,0.695692087
org.eclipse.ui.views.navigator,3,32,0.142857143,27,19,0.586956522,0.270186335,0.54241868
org.eclipse.ui.views.properties,0,29,0.611111111,23,11,0.676470588,0.287581699,0.703672618
org.eclipse.ui.views.tasklist,0,26,0.181818182,31,4,0.885714286,0.067532468,0.703672618
org.eclipse.ui.wizards.datatransfer,1,29,0.074074074,30,5,0.857142857,0.068783069,0.852686087
org.eclipse.ui.wizards.newresource,1,5,0.25,26,8,0.764705882,0.014705882,0.646446609
org.eclipse.update.configuration,0,13,12,7,13,0.35,11.35,0.61094678
org.eclipse.update.configurator,0,4,3,5,10,0.333333333,2.333333333,0.675962965
org.eclipse.update.core,4,51,1.428571429,12,27,0.307692308,0.736263736,0.831021888
org.eclipse.update.core.model,0,19,0.117647059,13,13,0.5,0.382352941,0.713187047
org.eclipse.update.internal.configurator,1,19,0.055555556,29,5,0.852941176,0.091503268,0.761167807
org.eclipse.update.internal.configurator.branding,0,4,1,8,1,0.888888889,0.888888889,0.292893219
org.eclipse.update.internal.core,12,60,0.132075472,21,20,0.512195122,0.355729406,0.895245358
org.eclipse.update.internal.mirror,0,3,0,11,1,0.916666667,0.083333333,0.387627564
org.eclipse.update.internal.model,0,9,0,17,4,0.80952381,0.19047619,0.709855771
org.eclipse.update.internal.operations,2,18,0.125,16,10,0.615384615,0.259615385,0.761167807
org.eclipse.update.internal.scheduler,1,3,0,20,1,0.952380952,0.047619048,0.528595479
org.eclipse.update.internal.scheduler.preferences,0,1,0,9,0,0,1,1
org.eclipse.update.internal.search,2,7,0.166666667,14,6,0.7,0.133333333,0.60913202
org.eclipse.update.internal.security,0,5,0,12,1,0.923076923,0.076923077,0.472953723
org.eclipse.update.internal.ui,2,6,0,30,8,0.789473684,0.210526316,0.528595479
org.eclipse.update.internal.ui.model,3,19,0.461538462,17,4,0.80952381,0.271062271,0.717157288
org.eclipse.update.internal.ui.parts,1,7,0.166666667,12,5,0.705882353,0.12745098,0.307179677
org.eclipse.update.internal.ui.preferences,2,2,0,15,0,0,1,1
org.eclipse.update.internal.ui.properties,1,6,0,19,0,0,1,1
org.eclipse.update.internal.ui.security,1,6,0,17,2,0.894736842,0.105263158,0.387627564
org.eclipse.update.internal.ui.servlets,0,2,0,16,0,0,1,0.292893219
org.eclipse.update.internal.ui.views,9,13,0.083333333,37,1,0.973684211,0.057017544,0.292893219
org.eclipse.update.internal.ui.wizards,9,26,0.130434783,37,6,0.860465116,0.009100101,0.868766535
org.eclipse.update.operations,1,15,14,8,9,0.470588235,13.47058824,0.496891747
org.eclipse.update.search,1,13,1.166666667,8,7,0.533333333,0.7,0.434314575
org.eclipse.update.standalone,2,12,0.090909091,14,1,0.933333333,0.024242424,0.823223305
org.eclipse.update.ui,0,1,0,6,0,0,1,1
org.osgi.framework,0,25,1.272727273,5,106,0.045045045,0.317772318,0.471824055
org.osgi.service.packageadmin,0,3,0,2,4,0.333333333,0.666666667,0.646446609
org.osgi.service.permissionadmin,0,2,1,1,1,0.5,0.5,0.292893219
org.osgi.service.prefs,0,3,2,1,12,0.076923077,1.076923077,0.333333333
org.osgi.service.startlevel,0,1,0,1,4,0.2,0.8,0.469669914
org.osgi.service.url,0,4,0,3,4,0.428571429,0.571428571,0.693813782
org.osgi.util.tracker,0,2,1,4,7,0.363636364,0.363636364,0.361123435
